KT,KM,LT_m2,LB_m2,harga_rupiah
2,2,105.68,97.7,283324309
2,1,67.95,44.46,180840455
1,1,77.55,77.55,280000000
1,1,64.0,64.0,280000000
1,1,77.94,44.49,293938501
2,1,62.31,44.62,188473945
1,1,64.0,64.0,280000000
1,1,67.9,67.9,280000000
2,1,74.38,74.38,220784654
1,1,65.16,62.38,281157278
2,1,66.05,36.0,248027391
2,1,61.07,36.0,245533780
1,1,64.0,64.0,280000000
2,1,68.3,36.0,249151600
2,1,66.47,44.48,246115332
1,1,71.77,53.13,287765368
1,1,79.41,42.42,295412105
2,1,63.99,46.37,238351552
2,2,93.42,93.42,280000000
2,1,62.6,36.0,246299749
2,1,66.8,66.8,230388424
1,1,64.0,64.0,280000000
2,1,68.52,46.91,183988175
1,1,64.0,64.0,280000000
2,1,62.38,50.47,211591950
2,1,61.63,46.21,191871271
2,1,67.2,41.19,176659256
2,1,69.24,37.83,249161796
2,1,60.0,37.43,244643191
1,1,75.67,47.67,291667219
2,1,68.72,68.72,227957910
2,1,65.52,37.13,172424703
2,1,73.76,71.77,222068711
1,1,64.0,64.0,280000000
2,1,62.69,43.72,186547636
1,1,67.3,59.38,283296685
2,1,63.53,45.87,198376603
2,1,63.34,44.67,239440057
1,1,67.12,49.45,264411102
1,1,64.29,63.59,280294279
1,1,76.47,46.55,292465221
2,1,60.0,42.01,243497470
2,1,60.0,50.57,241357937
2,1,60.0,40.1,243974985
2,1,62.59,43.97,187072444
2,1,60.0,50.64,202476961
2,1,60.37,59.12,239405041
2,1,65.2,39.21,179235796
2,1,65.92,36.19,170410159
2,2,106.53,106.53,280000000
1,1,70.17,55.37,286165712
2,1,68.02,63.36,210686926
2,1,60.0,57.5,229246519
1,1,64.52,61.57,277394973
1,1,83.08,83.08,280000000
2,1,70.89,64.32,226846979
2,1,64.54,39.4,177287564
1,1,67.73,46.58,261335516
2,1,60.0,41.79,243553491
2,1,71.92,71.92,223895861
1,1,75.57,75.57,280000000
2,1,61.65,46.15,191758046
2,2,104.61,94.67,284144553
2,1,87.17,45.01,297564413
1,1,75.18,75.18,280000000
2,1,85.22,39.47,299062071
1,1,76.36,76.36,280000000
2,1,60.22,36.0,245110924
2,1,67.47,62.45,209963304
1,1,74.48,49.33,290475786
2,1,60.0,58.31,232423488
2,1,60.0,52.61,240846663
2,1,72.25,70.41,216327715
2,1,60.0,59.68,237750977
2,1,60.53,48.76,197347753
2,1,71.88,66.88,225204554
1,1,82.86,82.86,280000000
2,2,87.92,87.92,280000000
1,1,64.0,64.0,280000000
2,1,62.15,54.83,241368649
2,1,63.61,51.34,242967025
2,1,72.08,72.08,223704151
1,1,64.58,61.29,277094532
2,2,92.39,92.39,280000000
2,1,84.51,37.45,299609255
2,1,69.12,59.72,229797804
2,1,63.82,41.09,180900670
2,1,64.45,36.0,247225922
2,1,86.37,42.73,298179958
2,1,91.11,56.25,294527941
1,1,84.82,84.82,280000000
2,2,98.28,76.63,289018209
2,2,105.88,105.88,280000000
2,1,64.21,43.15,190559202
2,1,70.71,56.42,196180114
2,1,91.86,58.37,293952837
1,1,73.36,73.36,280000000
1,1,85.13,85.13,280000000
1,1,67.16,59.58,283158172
2,1,62.31,54.45,241541905
2,1,66.6,38.58,173311799
2,1,60.69,51.15,200917225
2,2,100.14,81.94,287583886
2,1,60.0,53.47,213549123
2,1,64.75,41.02,184430025
2,1,62.52,49.91,209995845
1,1,77.17,45.56,293168736
2,1,65.37,36.0,247686317
2,1,60.0,48.96,241760715
2,1,62.49,44.19,187542983
2,1,69.0,69.0,227605709
2,1,70.47,67.44,213953351
1,1,72.28,72.28,280000000
2,1,64.55,57.59,206069971
2,1,64.12,50.12,243528273
1,1,64.0,64.0,280000000
2,1,67.73,67.73,229210515
2,2,108.76,108.76,280000000
2,1,63.98,50.45,243378711
2,1,63.36,55.6,204476981
2,1,61.07,47.51,194653719
2,1,63.93,44.28,193810701
2,1,60.0,44.34,242914285
2,1,60.32,59.24,239349851
1,1,64.0,64.0,280000000
2,1,62.79,43.48,186032705
2,1,65.34,58.9,207119830
2,2,107.25,102.17,282115655
2,1,73.07,73.07,222446220
2,1,66.7,36.0,248349502
2,1,60.0,52.28,240929497
2,2,105.75,105.75,280000000
2,1,64.81,36.0,247405727
2,1,61.87,45.63,190633542
2,1,67.67,67.67,229278517
1,1,80.86,40.4,296860446
2,1,69.34,60.29,229432149
1,1,64.05,63.93,280051900
2,1,60.0,39.16,244209807
2,1,60.0,57.97,239507102
2,1,68.96,59.29,230068048
2,1,74.79,74.46,220343575
2,1,66.95,61.59,209268187
2,1,73.86,73.86,221443207
2,1,63.54,63.54,234513786
2,1,60.0,54.24,240440268
1,1,73.37,50.88,289374685
2,1,62.79,53.29,242074323
2,1,60.0,58.5,239374048
1,1,81.05,40.14,297045218
2,1,62.0,53.33,202662339
2,1,70.31,70.31,225943855
1,1,71.16,71.16,280000000
1,1,75.52,75.52,280000000
1,1,83.39,36.85,299390557
2,2,106.55,100.17,282655700
2,1,65.31,65.31,232271213
1,1,76.06,47.12,292056723
2,1,73.43,72.38,217902617
2,1,61.58,46.32,192122156
2,1,60.0,51.82,207109071
2,1,95.34,68.27,291279302
2,1,72.61,71.02,216814200
1,1,65.78,61.5,281784087
2,1,63.21,42.51,183939933
2,1,90.06,53.26,295335672
2,1,60.0,53.43,213374148
2,1,67.11,67.11,229994571
1,1,80.33,80.33,280000000
1,1,80.15,80.15,280000000
2,1,67.81,67.81,229112060
2,1,65.84,36.0,247920997
2,1,71.05,64.74,226579438
1,1,66.65,51.62,266732268
2,1,62.48,50.08,210470945
2,2,98.68,77.77,288710829
2,1,66.21,36.0,248106137
1,1,67.98,45.45,260123405
2,1,60.0,59.0,235086248
2,1,65.89,59.81,207848896
1,1,75.24,75.24,280000000
2,1,67.47,67.47,229533294
1,1,79.2,79.2,280000000
1,1,65.33,62.14,281326164
2,1,74.89,74.81,219849313
2,1,63.38,44.79,239366680
2,1,65.48,65.48,232058220
2,1,67.32,62.2,209756196
1,1,70.86,70.86,280000000
2,2,107.71,103.5,281757752
2,2,101.07,101.07,280000000
1,1,66.56,66.56,280000000
2,2,102.75,102.75,280000000
1,1,69.69,37.45,251549064
1,1,64.84,64.84,280000000
2,2,102.12,87.58,286060771
2,2,109.87,109.87,280000000
1,1,68.76,68.76,280000000
1,1,83.5,83.5,280000000
2,1,60.0,37.98,244504374
2,1,69.95,36.0,249973500
2,1,60.25,59.4,239274261
1,1,86.57,86.57,280000000
1,1,76.75,76.75,280000000
1,1,72.24,72.24,280000000
2,1,64.22,64.22,233650688
2,1,68.03,68.03,228834302
2,2,88.08,88.08,280000000
2,1,62.42,42.3,240964564
2,1,63.08,44.0,239873061
1,1,64.64,63.1,280640119
1,1,78.22,44.09,294219050
2,1,68.0,40.79,247805424
1,1,64.0,64.0,280000000
2,1,64.7,48.72,244171760
2,1,60.0,52.97,240756619
1,1,65.39,57.5,273033385
2,1,86.27,42.46,298254196
2,2,87.28,87.28,280000000
1,1,82.64,37.9,298640287
1,1,68.08,44.98,259619266
2,2,91.32,91.32,280000000
2,1,69.46,65.77,212615390
2,2,89.1,89.1,280000000
1,1,74.97,48.64,290972062
2,1,64.51,36.0,247255390
2,1,60.0,40.84,243789617
1,1,64.0,64.0,280000000
1,1,64.0,64.0,280000000
2,2,103.61,103.61,280000000
2,1,60.0,50.03,200105725
2,1,60.0,57.2,239700176
2,1,96.3,71.01,290536676
1,1,76.12,47.03,292122038
1,1,64.0,64.0,280000000
2,1,61.07,57.44,240173692
2,1,87.88,47.05,297014549
2,1,63.81,56.35,205080509
2,1,60.0,50.2,241451110
2,2,108.26,105.04,281341239
1,1,64.0,64.0,280000000
2,1,71.92,71.92,223895034
1,1,76.42,46.62,292415428
2,1,85.91,41.44,298528988
2,1,64.18,64.18,233710334
2,1,74.28,73.8,219038107
2,1,71.72,69.54,215630290
2,1,62.58,54.3,203441182
2,1,60.0,57.51,229269575
1,1,73.22,73.22,280000000
2,1,64.95,38.45,175246020
2,1,62.8,54.66,203728100
1,1,68.71,57.4,284713835
2,1,63.8,41.13,180987243
1,1,68.24,68.24,280000000
2,1,60.0,43.59,243102821
2,1,60.0,45.88,242529840
1,1,70.34,55.12,286340359
1,1,74.96,48.65,290961028
1,1,78.28,44.01,294275649
2,1,61.0,57.59,240103658
2,1,69.36,69.36,227142071
2,1,65.4,36.0,247698905
2,2,98.59,77.53,288774894
2,1,68.66,64.44,211549725
2,1,60.0,51.47,241132175
1,1,64.0,64.0,280000000
1,1,73.36,50.89,289362850
1,1,64.0,64.0,280000000
1,1,79.42,42.41,295419492
2,1,66.86,61.43,209143014
2,1,60.0,49.64,241589169
1,1,79.31,79.31,280000000
1,1,76.39,76.39,280000000
1,1,78.09,78.09,280000000
1,1,64.0,64.0,280000000
2,1,73.18,73.18,222306047
2,1,67.43,55.32,232614409
2,2,98.11,98.11,280000000
2,2,90.36,90.36,280000000
2,2,109.94,109.83,280046148
2,1,62.48,54.06,241723566
2,1,60.0,57.07,227572238
2,1,60.0,57.79,230364306
2,2,106.28,99.41,282862560
2,1,71.93,71.93,223886347
1,1,64.0,64.0,280000000
1,1,64.0,64.0,280000000
2,1,90.38,54.16,295092706
2,1,73.46,72.43,217941679
1,1,66.78,51.02,266094441
2,1,66.21,36.0,248105892
1,1,67.26,48.8,263710007
1,1,82.22,82.22,280000000
1,1,66.99,50.06,265068650
2,1,66.9,61.5,209202787
2,1,60.0,47.67,242081855
1,1,82.81,82.81,280000000
2,1,64.63,39.19,176843541
1,1,64.0,64.0,280000000
1,1,75.97,47.24,291968854
2,1,63.39,42.08,183034750
2,1,64.26,57.1,205676419
2,1,68.99,68.99,227618442
2,1,88.5,48.82,296535977
1,1,64.0,64.0,280000000
2,1,65.14,65.14,232492039
1,1,79.45,42.37,295452980
2,2,98.99,78.65,288471937
1,1,78.24,44.06,294241408
2,1,66.15,45.24,245764453
1,1,82.24,38.47,298237048
2,1,67.25,41.43,176955810
1,1,66.02,61.18,282015892
2,2,98.22,98.22,280000000
2,1,62.74,36.0,246369522
2,1,94.58,66.12,291859258
1,1,64.0,64.0,280000000
2,1,69.19,37.95,249106256
2,1,60.0,57.9,230813301
1,1,64.0,64.0,280000000
1,1,80.04,80.04,280000000
1,1,64.0,64.0,280000000
2,2,92.78,92.78,280000000
2,1,66.62,38.69,173446077
2,1,73.84,71.98,221933027
1,1,64.0,64.0,280000000
2,1,62.39,53.99,203191207
1,1,64.54,61.5,277320586
2,1,60.74,48.28,196315677
2,1,63.54,55.9,204718121
2,2,105.7,97.75,283310410
1,1,72.57,72.57,280000000
1,1,71.48,71.48,280000000
1,1,64.0,64.0,280000000
2,1,64.67,48.15,237213893
2,1,89.91,52.83,295452088
2,1,65.88,65.88,231549993
2,1,66.21,36.0,248103472
2,1,62.56,53.86,241813254
2,1,67.94,36.0,248972101
2,1,73.09,66.72,209389494
2,1,69.06,69.06,227529291
1,1,66.29,60.8,282285346
1,1,72.29,52.39,288290092
2,1,60.82,48.09,195905544
2,1,61.16,61.16,237536244
2,1,65.34,36.0,247671499
2,1,62.89,43.27,185574891
2,2,107.88,103.97,281630906
2,2,99.26,79.44,288258636
2,2,108.49,108.49,280000000
2,1,61.31,39.4,242818737
2,1,63.72,63.72,234283698
1,1,83.43,83.43,280000000
2,1,60.0,56.03,239993080
2,1,65.8,36.81,172337662
2,2,95.67,95.67,280000000
2,2,99.9,99.9,280000000
2,1,60.0,53.34,240665523
2,1,62.2,54.72,241421069
1,1,64.0,64.0,280000000
2,1,67.27,67.27,229788300
1,1,64.0,64.0,280000000
2,2,98.07,76.03,289179780
2,2,89.64,89.64,280000000
2,2,103.59,103.59,280000000
2,1,68.03,56.87,231623257
2,1,60.0,55.57,240106777
2,1,64.49,64.49,233307678
2,1,63.1,52.56,242409306
2,1,69.58,51.5,189865906
2,1,68.6,58.36,230669723
1,1,80.0,41.61,295995640
2,2,100.92,84.15,286987740
2,1,60.0,48.76,241809391
2,1,60.0,56.25,224374063
1,1,81.38,81.38,280000000
1,1,64.98,59.42,275096944
2,1,65.87,45.9,245461990
1,1,77.53,77.53,280000000
2,1,72.43,63.85,205702960
2,1,67.09,54.42,233191193
2,1,96.1,70.45,290689118
2,1,60.0,48.45,241886528
2,2,87.14,87.14,280000000
2,1,63.52,55.87,204692874
2,1,61.03,57.53,240132796
2,1,69.98,61.96,228359070
2,1,69.24,37.81,249169463
1,1,75.35,75.35,280000000
2,2,102.92,89.85,285446037
1,1,81.95,38.87,297948608
1,1,73.47,50.74,289468431
2,1,68.01,36.0,249003749
2,1,60.21,36.0,245105343
1,1,67.2,59.51,283204223
2,1,87.46,45.84,297339875
2,1,62.45,44.29,187760465
2,1,70.97,57.52,197586130
1,1,68.48,43.11,257616657
1,1,67.92,58.51,283922262
2,1,62.97,48.13,204880044
2,1,64.05,36.0,247024755
2,1,66.61,44.14,246268016
1,1,83.81,83.81,280000000
2,2,107.07,101.67,282250790
2,1,65.57,36.0,247783608
1,1,76.84,76.84,280000000
1,1,67.89,58.55,283893701
2,2,109.48,109.48,280000000
2,1,63.62,41.56,181904078
1,1,72.88,72.88,280000000
2,1,60.0,59.63,237543323
2,1,60.0,58.67,239333542
2,1,68.59,36.0,249294591
1,1,64.0,64.0,280000000
2,1,64.86,58.1,206479801
2,1,60.87,57.91,239956175
2,1,66.33,36.0,248166204
2,1,62.64,53.66,241905049
1,1,67.04,59.75,283037438
2,2,106.81,100.91,282455538
1,1,81.53,39.46,297528882
1,1,71.14,54.0,287141489
1,1,65.78,55.71,271118384
2,1,60.54,48.75,197318720
2,1,60.0,45.01,242748568
1,1,77.28,45.4,293282683
2,1,72.38,70.63,216502147
1,1,76.74,46.17,292738816
1,1,64.0,64.0,280000000
2,1,61.02,47.63,194919635
2,1,69.82,66.37,213096157
1,1,74.4,74.4,280000000
2,1,62.18,44.92,189117263
2,1,73.75,69.58,213053401
1,1,64.0,64.0,280000000
2,1,74.77,74.01,218727363
2,1,71.7,66.41,225506031
2,1,73.29,73.29,222170521
2,1,64.34,49.58,243776457
2,1,60.09,59.65,237990345
2,1,60.0,48.69,241826393
2,2,101.62,101.62,280000000
2,2,87.7,87.7,280000000
2,1,64.88,48.3,244362966
2,1,62.58,36.0,246291565
2,1,64.52,64.52,233278071
1,1,75.95,47.27,291948999
1,1,79.64,42.1,295639538
2,1,69.68,69.68,226743971
2,1,64.22,49.88,243638743
2,1,68.68,36.0,249338619
1,1,65.99,61.22,281988554
1,1,70.18,55.35,286175563
2,1,63.17,36.0,246584081
2,2,101.84,101.84,280000000
2,1,67.06,61.76,209406766
2,1,68.15,36.0,249075272
1,1,73.96,50.05,289961815
2,1,65.6,37.61,174635103
2,1,65.95,36.0,247973760
2,1,60.0,47.94,242015211
2,1,60.0,42.72,243321215
1,1,68.9,68.9,280000000
2,2,103.56,103.56,280000000
2,1,61.58,46.31,192089486
2,1,71.0,64.61,226662460
2,1,60.0,42.43,243393107
2,1,63.76,45.78,238731733
2,1,69.5,60.69,229172548
1,1,86.74,86.74,280000000
2,1,68.6,64.33,211465888
1,1,64.0,64.0,280000000
1,1,72.09,52.68,288087630
2,1,61.37,46.79,193127341
2,1,68.67,64.45,211559279
2,1,65.31,65.31,232276444
2,1,60.25,59.01,236145275
2,2,105.21,96.36,283687418
2,1,69.1,38.17,249006293
2,1,64.63,39.21,176870422
2,1,73.98,73.29,218635006
1,1,64.0,64.0,280000000
2,1,63.38,42.12,183115802
1,1,82.31,38.37,298310274
2,1,60.0,42.68,243329197
2,1,66.1,36.0,248052023
2,1,74.24,74.24,220963171
2,1,69.05,69.05,227536338
2,2,107.89,107.89,280000000
1,1,69.19,39.78,254050038
2,1,67.74,67.74,229191344
2,1,60.0,53.52,240619467
1,1,73.2,51.12,289203144
2,1,68.38,39.89,248217847
1,1,67.17,59.56,283169407
2,2,102.93,102.93,280000000
1,1,64.9,62.75,280895274
2,1,72.68,68.97,223866804
2,1,69.35,69.35,227156682
2,1,65.26,47.38,244783390
2,1,60.0,53.44,213430966
2,1,65.27,49.71,236211496
2,1,68.81,58.9,230319839
1,1,77.57,77.57,280000000
1,1,72.03,52.75,288034279
1,1,74.81,48.87,290806370
2,2,106.51,106.51,280000000
2,1,65.53,37.87,175365809
2,2,109.89,109.89,280000000
2,1,74.52,74.52,220613712
2,1,69.95,36.0,249973731
1,1,64.0,64.0,280000000
1,1,77.71,44.81,293708069
2,1,64.84,38.7,175777092
2,1,60.23,49.47,198862964
2,1,63.15,44.19,239750339
1,1,78.23,78.23,280000000
1,1,64.0,64.0,280000000
2,1,60.87,57.92,239953757
2,1,74.37,73.95,219163416
2,2,98.89,98.89,280000000
2,1,63.61,36.0,246805253
2,1,67.59,41.78,247349394
2,1,62.76,53.38,242034863
2,1,93.43,62.84,292744632
2,1,74.71,74.24,220485580
1,1,65.93,61.29,281932724
1,1,64.0,64.0,280000000
2,1,64.6,64.6,233170329
1,1,66.37,66.37,280000000
2,1,63.3,36.0,246650413
1,1,83.12,37.24,299116691
2,1,65.88,45.88,245470901
2,1,74.99,74.97,219967675
2,1,60.0,46.66,242334839
1,1,85.77,85.77,280000000
2,1,64.12,43.51,191586985
1,1,69.54,69.54,280000000
2,1,70.97,70.97,225110550
2,1,67.73,43.51,179629951
2,1,61.73,61.73,236809642
2,1,68.67,64.46,211564747
2,2,100.59,100.59,280000000
2,1,71.18,65.06,226373386
1,1,64.0,64.0,280000000
1,1,74.9,48.74,290897126
1,1,73.55,50.63,289551308
1,1,64.0,64.0,280000000
2,1,65.25,49.64,236254184
2,1,65.47,59.12,207293945
1,1,64.0,64.0,280000000
2,2,87.87,87.87,280000000
2,1,73.27,73.27,222185031
2,1,67.95,67.95,228924962
1,1,84.29,84.29,280000000
2,1,65.96,45.71,245550660
1,1,72.55,52.03,288551445
2,1,68.04,36.0,249019885
2,1,64.62,36.0,247307993
2,2,94.44,94.44,280000000
1,1,64.0,64.0,280000000
1,1,86.07,86.07,280000000
2,1,68.6,64.33,211463659
2,1,68.77,36.0,249383327
1,1,75.65,47.69,291649878
2,1,68.07,68.07,228776914
1,1,64.19,63.73,280193174
2,2,109.99,109.99,280000000
1,1,68.89,41.19,255564187
1,1,81.66,81.66,280000000
2,1,60.4,49.06,197977697
1,1,64.0,64.0,280000000
1,1,64.0,64.0,280000000
1,1,69.68,37.48,251580515
1,1,64.0,64.0,280000000
2,1,69.62,36.9,249586435
2,2,87.93,87.93,280000000
2,2,90.71,90.71,280000000
2,1,60.0,53.48,240630122
2,1,94.36,65.47,292034252
2,1,73.62,72.71,218166013
1,1,67.98,45.42,260091114
2,1,67.84,56.38,231937020
1,1,78.65,43.5,294645436
2,2,109.91,109.75,280066927
2,1,60.0,48.78,241803865
2,2,96.34,96.34,280000000
1,1,70.77,70.77,280000000
2,1,67.16,42.83,246871086
2,1,66.16,66.16,231193062
2,1,60.0,42.65,243336406
2,2,105.88,105.88,280000000
2,1,60.68,37.76,243872483
2,2,107.15,101.9,282189352
2,2,91.99,91.99,280000000
2,2,104.28,104.28,280000000
2,1,65.74,36.61,171307529
2,1,67.98,36.0,248989947
2,1,60.0,42.22,243446104
2,1,68.83,58.95,230286144
2,1,69.82,36.42,249805636
2,1,60.69,48.38,196525969
2,1,69.01,59.43,229980039
2,1,74.13,71.25,215186198
1,1,64.5,64.5,280000000
2,1,67.43,42.16,247176881
2,1,74.03,74.03,221234742
1,1,72.03,52.76,288031605
2,1,88.22,48.0,296756515
2,1,67.69,41.53,247463739
2,2,102.21,102.21,280000000
1,1,81.59,39.37,297593225
2,1,60.28,49.34,198591639
2,1,63.84,50.78,243224997
1,1,83.27,37.03,299265361
2,1,69.57,36.0,249786351
1,1,67.48,59.13,283475886
2,1,72.01,72.01,223785376
1,1,81.03,81.03,280000000
2,1,71.76,71.76,224110156
2,1,60.0,55.18,220212154
2,1,68.96,64.93,211945481
1,1,64.0,64.0,280000000
1,1,78.8,43.29,294795333
2,1,67.27,54.91,232881198
1,1,73.82,50.25,289823727
2,1,60.02,49.95,199890073
2,1,60.0,57.54,239615383
2,1,64.63,48.88,244097188
1,1,66.26,53.44,268688121
1,1,64.0,64.0,280000000
1,1,83.3,36.98,299302697
2,1,61.58,40.1,242373036
2,1,68.6,39.36,248461395
1,1,74.85,48.81,290851358
1,1,64.0,64.0,280000000
2,1,62.73,36.0,246364797
1,1,85.93,85.93,280000000
2,1,60.0,50.44,201730690
1,1,64.89,59.86,275565806
2,2,109.08,107.38,280708447
1,1,79.14,79.14,280000000
2,1,85.78,41.06,298631790
1,1,64.0,64.0,280000000
1,1,64.0,64.0,280000000
1,1,69.05,56.93,285052982
1,1,64.23,64.23,280000000
2,1,70.44,67.39,213914286
1,1,69.71,37.37,251463507
2,1,64.67,48.78,244141372
2,1,74.43,74.43,220719683
1,1,69.04,69.04,280000000
2,1,73.42,70.88,222638002
2,2,109.61,109.61,280000000
2,1,69.38,37.48,249323313
2,1,60.7,48.36,196487188
2,1,1307.55,277.02,667170068
3,2,400.0,230.91,450000000
3,2,646.98,132.09,732091864
2,1,119.82,124.54,405677880
2,2,649.3,236.29,750000000
2,2,253.69,180.81,450000000
2,1,1458.48,284.06,677231839
2,2,102.8,113.19,450000000
2,2,97.22,146.7,450000000
3,2,400.0,227.6,450000000
3,2,400.0,228.05,450000000
3,2,364.23,183.96,450000000
3,2,310.43,197.55,450000000
2,1,1625.78,273.2,700000000
3,2,118.35,73.74,450000000
3,2,345.64,180.41,450000000
3,2,152.18,101.02,450000000
2,2,119.56,148.16,450000000
3,2,171.76,97.69,450000000
2,1,121.23,113.18,406818574
3,2,396.77,198.84,450000000
3,2,370.12,184.42,635058756
2,2,129.04,143.6,450000000
2,2,214.63,175.69,450000000
2,1,135.81,75.0,371246489
3,2,199.28,127.67,450000000
3,2,133.68,87.41,450000000
2,1,116.32,94.3,425699474
3,1,178.43,105.72,460817349
5,1,146.29,96.03,480172861
2,2,1133.75,206.69,731104335
3,2,400.0,200.0,450000000
2,1,1734.38,289.9,700000000
3,2,695.32,142.65,742646326
2,1,110.95,73.67,446329381
3,2,287.25,159.37,450000000
4,1,269.01,184.55,574175561
3,2,392.04,126.2,750000000
2,2,393.91,199.2,450000000
3,2,300.09,103.04,725369095
2,1,793.13,253.01,632875161
3,2,250.44,103.8,731670043
2,2,870.33,263.98,750000000
6,1,179.85,59.01,496206834
3,2,648.71,144.33,750000000
3,2,156.45,105.23,743597708
6,1,169.37,56.43,492404865
2,2,166.48,125.55,450000000
2,2,148.19,134.37,450000000
3,2,400.0,200.0,450000000
3,2,321.35,121.21,750000000
2,1,111.34,75.16,444839420
2,2,489.43,197.95,750000000
3,2,400.0,216.62,450000000
3,2,621.64,142.42,750000000
3,2,544.03,109.61,709614451
3,2,390.93,244.69,450000000
2,1,1580.38,266.21,700000000
2,2,863.18,258.21,750000000
2,2,163.31,127.08,450000000
2,2,878.19,282.26,745564873
2,1,1670.8,281.9,706031794
2,2,829.3,230.88,750000000
3,2,400.0,210.32,450000000
3,2,356.48,102.19,718213493
4,1,144.76,62.05,474829136
2,1,114.02,85.48,434519741
3,2,400.0,248.03,450000000
3,2,400.0,200.0,450000000
3,2,260.61,168.37,450000000
3,2,678.06,146.4,750000000
2,1,120.47,109.89,388622076
3,2,518.12,103.96,703956380
2,2,155.41,117.85,750000000
3,2,556.51,137.82,750000000
2,2,97.91,142.56,450000000
2,1,827.26,150.35,700000000
2,2,151.28,167.38,450000000
2,1,772.15,141.87,700000000
2,1,143.38,120.0,418523605
3,2,309.1,102.91,724226149
3,2,289.29,150.37,450000000
5,1,154.18,59.9,481554318
5,1,179.07,84.53,476873264
2,1,164.11,120.0,437373547
2,1,1767.54,300.0,701834160
3,2,400.0,212.62,450000000
3,2,565.64,114.33,714332521
2,1,172.24,120.0,444760342
3,2,143.21,94.42,450000000
4,1,178.94,89.12,473394326
3,2,172.77,110.72,750000000
3,2,282.28,103.32,727629382
3,2,264.46,139.24,450000000
3,2,161.51,107.88,450000000
2,1,119.5,106.54,413462162
2,2,411.22,179.19,750000000
3,2,115.82,72.61,450000000
3,2,400.0,216.1,450000000
3,2,548.42,110.57,710572400
2,2,370.95,169.53,750000000
3,2,400.0,244.01,450000000
3,2,400.0,205.47,450000000
2,1,147.52,87.49,393102943
2,2,365.61,168.25,750000000
2,2,954.8,181.62,739458562
2,1,1047.66,264.89,649844220
2,1,1723.08,300.0,704346014
3,2,400.0,200.0,450000000
3,2,471.6,131.82,750000000
3,2,399.7,101.53,712728026
2,2,455.21,189.74,750000000
3,2,371.68,189.79,450000000
3,2,400.0,235.81,450000000
2,1,130.23,69.05,360831521
2,2,100.31,128.13,450000000
3,2,275.53,144.2,450000000
4,1,257.27,167.33,564390327
3,2,400.0,200.67,450000000
2,1,115.12,89.71,430288741
2,1,1491.61,252.55,700000000
3,2,116.92,75.09,450000000
6,1,167.01,70.2,492357043
3,2,400.0,237.7,450000000
3,2,167.07,111.97,450000000
3,2,400.0,240.67,450000000
4,1,265.79,179.82,571490483
3,2,620.99,142.37,750000000
3,2,377.08,191.74,450000000
3,2,172.54,115.99,450000000
2,2,490.67,198.24,750000000
5,1,151.27,60.57,479480159
3,2,116.98,106.78,750000000
2,1,468.06,237.84,611203890
5,1,146.18,96.17,480107220
3,2,487.97,100.18,701526478
3,2,530.8,106.72,706724644
3,2,541.89,109.15,709146396
5,1,161.95,58.13,487104859
2,1,1616.98,274.37,708544379
2,2,853.37,250.3,750000000
2,1,109.51,67.88,440112638
2,1,1135.14,268.97,655676289
2,1,107.0,57.15,390025777
2,2,862.92,258.0,750000000
3,2,229.17,138.44,450000000
3,1,277.55,197.08,581295625
2,2,105.14,99.13,450000000
2,1,938.15,259.78,642543644
2,1,150.92,120.0,425380519
3,2,673.49,137.88,737879513
2,1,119.78,124.59,405741841
3,2,400.0,230.53,450000000
3,2,335.92,212.48,450000000
2,2,837.11,237.19,750000000
2,1,104.08,44.63,331610780
3,2,405.75,127.17,750000000
3,2,146.22,96.63,450000000
3,2,400.0,200.0,450000000
2,2,150.06,133.46,450000000
2,1,1656.04,279.84,706720734
2,1,126.49,120.0,403168749
2,2,504.17,102.01,700501988
3,2,400.0,200.0,450000000
3,2,400.0,200.0,450000000
2,1,119.69,107.27,412732033
2,1,114.14,85.92,434075136
2,2,158.1,129.59,450000000
3,2,267.77,152.35,450000000
3,2,400.0,223.58,450000000
3,2,400.0,200.0,450000000
5,1,179.3,77.03,482556587
2,1,1694.29,295.07,692952914
2,1,165.3,106.45,426286717
3,2,112.38,71.75,450000000
6,1,169.43,67.18,493785139
2,2,864.94,259.63,750000000
2,1,969.57,300.0,746917023
3,2,218.23,134.5,450000000
2,1,399.74,234.65,606649627
2,2,607.43,151.78,712943968
2,2,570.75,217.45,750000000
2,1,108.44,143.23,457908561
3,2,161.07,105.16,743011381
6,1,204.57,90.03,520473269
2,1,118.12,56.13,338227825
2,1,1624.72,275.45,708182797
2,1,120.86,111.79,408213290
3,2,346.23,175.89,450000000
3,2,576.67,116.74,716740139
2,1,106.66,55.69,383229159
2,1,105.51,50.76,360236268
3,2,364.39,184.04,450000000
2,1,1452.69,300.0,719622255
3,2,218.71,134.67,450000000
2,1,958.7,260.74,643913491
2,2,146.71,135.08,450000000
3,2,280.71,157.01,450000000
4,1,263.83,176.96,569862213
3,2,671.2,137.38,737380469
2,2,136.27,140.11,450000000
2,2,158.73,129.29,450000000
3,2,400.0,200.0,450000000
2,2,104.24,104.55,450000000
5,1,234.77,134.33,545644714
2,1,109.35,67.19,436906096
2,1,149.82,89.94,397393319
3,2,170.05,114.16,450000000
2,2,109.1,75.42,450000000
2,2,125.9,145.11,450000000
2,1,118.65,103.25,416745281
6,1,170.25,56.23,493036396
2,1,108.56,63.82,421163526
